Anbieter,Nachfrager,Netzwerkeffekte,Neue Anbieter,Neue Nachfrager,Abgewanderte Anbieter,Abgewanderte Nachfrager,Beitrittsrate Anbieter,Beitrittsrate Nachfrager,Strategien,Seed,Dateiname
409.0,16721.0,9369.446133333333,2.0,43.0,0.0,0.0,0.2,0.3,Sichtbarkeit & Nutzergewinnung,21042,simulation_sichtbarkeit_nutzergewinnung_run1_seed21042.csv
427.0,16839.0,9400.0428,2.0,49.0,0.0,0.0,0.2,0.3,Sichtbarkeit & Nutzergewinnung,21043,simulation_sichtbarkeit_nutzergewinnung_run2_seed21043.csv
400.0,17045.0,9532.549466666667,3.0,58.0,0.0,0.0,0.2,0.3,Sichtbarkeit & Nutzergewinnung,21044,simulation_sichtbarkeit_nutzergewinnung_run3_seed21044.csv
