Anbieter,Nachfrager,Netzwerkeffekte,Neue Anbieter,Neue Nachfrager,Abgewanderte Anbieter,Abgewanderte Nachfrager,Beitrittsrate Anbieter,Beitrittsrate Nachfrager,Strategien,Seed,Dateiname
409.0,16721.0,9371.703333333333,2.0,43.0,0.0,0.0,0.2,0.3,Nachhaltigkeit & Lokalität,21042,simulation_nachhaltigkeit_lokalität_run1_seed21042.csv
427.0,16839.0,9402.3,2.0,49.0,0.0,0.0,0.2,0.3,Nachhaltigkeit & Lokalität,21043,simulation_nachhaltigkeit_lokalität_run2_seed21043.csv
400.0,17045.0,9534.806666666665,3.0,58.0,0.0,0.0,0.2,0.3,Nachhaltigkeit & Lokalität,21044,simulation_nachhaltigkeit_lokalität_run3_seed21044.csv
