Anbieter,Nachfrager,Netzwerkeffekte,Neue Anbieter,Neue Nachfrager,Abgewanderte Anbieter,Abgewanderte Nachfrager,Beitrittsrate Anbieter,Beitrittsrate Nachfrager,Strategien,Seed,Dateiname
409.0,16721.0,9369.063333333334,2.0,43.0,0.0,0.0,0.2,0.3,Community & Nutzerbindung,21042,simulation_community_nutzerbindung_run1_seed21042.csv
427.0,16839.0,9399.66,2.0,49.0,0.0,0.0,0.2,0.3,Community & Nutzerbindung,21043,simulation_community_nutzerbindung_run2_seed21043.csv
400.0,17045.0,9532.166666666666,3.0,58.0,0.0,0.0,0.2,0.3,Community & Nutzerbindung,21044,simulation_community_nutzerbindung_run3_seed21044.csv
