Anbieter,Nachfrager,Netzwerkeffekte,Neue Anbieter,Neue Nachfrager,Abgewanderte Anbieter,Abgewanderte Nachfrager,Beitrittsrate Anbieter,Beitrittsrate Nachfrager,Strategien,Seed,Dateiname
427.0,15964.0,8941.859999999999,0.0,43.0,0.0,0.0,0.2,0.3,Treuepunkte,10042,simulation_treuepunkte_run1_seed10042.csv
413.0,15968.0,8940.436666666666,2.0,54.0,0.0,0.0,0.2,0.3,Treuepunkte,10043,simulation_treuepunkte_run2_seed10043.csv
401.0,16439.0,9162.72,2.0,51.0,0.0,0.0,0.2,0.3,Treuepunkte,10044,simulation_treuepunkte_run3_seed10044.csv
